scientificName,vernacularName,namePublishedIn,custom_TaxonAsRecorded,basisOfRecord,eventDate,locality,locationID,fieldNotes,custom_TransectStartLatitude,custom_TransectStartLongitude,custom_TransectEndLatitude,custom_TransectEndLongitude,geodeticDatum,coordinateUncertaintyInMeters,locationRemarks,verbatimCoordinates,verbatimCoordinateSystem,verbatimSRS,individualCount,custom_CoordinateBearing,custom_Transect,custom_InterceptPoint,decimalLongitude,decimalLatitude,taxonRank,coordinate_flag,taxonomic_flag,eventDate_flag
Tillandsia setacea,"Thin-leaved wild-pine, Southern needleleaf",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tillseta,Human Observation,2004-04-14,BICY,416-63,NA,26.2163,-81.0953,26.2174,-81.0932,WGS84,314,Cell #AJ06,"17N 2899645 E, 490479 N",UTM,WGS84,1,70,416,63,-81.09381899544377,26.216786205305908,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2003-05-23,BICY,528-67,NA,25.801,-80.934,25.7989,-80.9342,WGS84,314,Cell #AT52,"17N 2853648 E, 506615 N",UTM,WGS84,1,185,528,67,-80.93414556800218,25.799493814963455,species,A,A,A
Pontederia cordata,Pickerelweed,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,pontcord,Human Observation,2003-05-22,BICY,523-44,NA,25.9615,-80.8461,25.963,-80.8442,WGS84,314,Cell #BC34,"17N 2871431 E, 515404 N",UTM,WGS84,1,50,523,44,-80.84525861139564,25.962138216630755,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-06-20,BICY,133-52,NA,25.8641,-81.1359,25.8662,-81.1356,WGS84,314,"Cell #Z45, New River Strand S of Tamiami Trail","17N 2860637 E, 486384 N",UTM,WGS84,1,5,133,52,-81.13578695938376,25.865268968962408,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2003-04-24,BICY,613-28,NA,25.7194,-81.0846,25.7216,-81.0853,WGS84,314,Cell #AE61,"17N 2844609 E, 491518 N",UTM,WGS84,1,345,613,28,-81.08478053450835,25.720010331540596,species,A,A,A
Chrysobalanus icaco,Coco-plum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,chryicac,Human Observation,2002-08-29,BICY,248-46,NA,25.7858,-81.0958,25.7836,-81.0971,WGS84,314,Cell #AD54,"17N 2851968 E, 490392 N",UTM,WGS84,1,210,248,46,-81.09637328395115,25.78490102176433,species,A,A,A
Blechnum serrulatum,"Swamp fern, Toothed midsorus fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,blecserr,Human Observation,2002-08-07,BICY,259-17,NA,26.1609,-81.2653,26.163,-81.2655,WGS84,314,Cell #M12,"17N 2893533 E, 473488 N",UTM,WGS84,1,0,259,17,-81.2653,26.1612836070156,species,A,A,A
Centella asiatica,"Coinwort, Spadeleaf",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,centasia,Human Observation,2004-06-10,BICY,314-89,NA,26.1551,-81.1871,26.1553,-81.1895,WGS84,314,Cell #U13,"17N 2892878 E, 481301 N",UTM,WGS84,1,270,314,89,-81.18932531422588,26.15509998280862,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2004-03-30,BICY,391-13,NA,26.1527,-80.8913,26.1549,-80.891,WGS84,314,Cell #AX13,"17N 2892602 E, 510865 N",UTM,WGS84,1,10,391,13,-80.89124355738787,26.152988890268055,species,A,A,A
Rhizophora mangle,Red mangrove,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhizmang,Human Observation,2004-03-25,BICY,374-61,NA,25.8429,-81.3738,25.8427,-81.3759,WGS84,314,Cell #B47,"17N 2858345 E, 462537 N",UTM,WGS84,1,270,374,61,-81.37532118937166,25.84289999203457,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-06-08,BICY,348-54,NA,25.8547,-81.0005,25.8568,-81.0001,WGS84,314,Cell #AM46,"17N 2859588 E, 499945 N",UTM,WGS84,1,30,348,54,-80.99982661387453,25.855755309242273,species,A,A,A
Saccharum giganteum,Sugarcane plumegrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,saccgiga,Human Observation,2002-06-17,BICY,142-97,NA,25.8434,-81.104,25.8432,-81.1015,WGS84,314,"Cell #AC47, W of Monroe Station, S of Tamiami Trai","17N 2858349 E, 489583 N",UTM,WGS84,1,100,142,97,-81.10161780626372,25.84301987975998,species,A,A,A
Psychotria sulzneri,Shortleaf wild coffee,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,psycsulz,Human Observation,2002-07-31,BICY,253-53,NA,26.0454,-81.3423,26.0451,-81.3397,WGS84,314,Cell #E25,"17N 2880757 E, 465755 N",UTM,WGS84,1,110,253,53,-81.341055896933,26.044990948639054,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-21,BICY,240-25,NA,25.9999,-80.9093,26.0006,-80.907,WGS84,314,Cell #AW30,"17N 2875680 E, 509076 N",UTM,WGS84,1,80,240,25,-80.90868521885282,25.999997960674026,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-07-12,BICY,158-82,NA,25.7641,-80.8619,25.7619,-80.8615,WGS84,314,"Cell #BA56, Lysiloma Hammock","17N 2849565 E, 513849 N",UTM,WGS84,1,180,158,82,-80.8619,25.762249558565728,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2004-03-03,BICY,384-64,NA,26.1907,-81.3054,26.1888,-81.3065,WGS84,314,Cell #I09,"17N 2896843 E, 469487 N",UTM,WGS84,1,210,384,64,-81.30620034748266,26.18944931699202,species,A,A,A
Bacopa caroliniana,"Lemon hyssop, Lemon bacopa, Blue waterhyssop",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,bacocaro,Human Observation,2003-05-23,BICY,530-65,NA,25.8048,-80.9224,25.8066,-80.9227,WGS84,314,Cell #AU51,"17N 2854064 E, 507777 N",UTM,WGS84,1,5,530,65,-80.92225876929028,25.80626122308807,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2003-05-27,BICY,527-91,NA,25.7363,-80.8579,25.7383,-80.8588,WGS84,314,Cell #BB59,"17N 2846491 E, 514249 N",UTM,WGS84,1,345,527,91,-80.85848682684382,25.73828357190053,NA,A,R,A
Schinus terebinthifolius,Brazilian-pepper,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,schitere,Human Observation,2002-05-21,BICY,216-44,NA,26.2511,-80.9297,26.2535,-80.9293,WGS84,314,Cell #AU02,"17N 2903494 E, 507020 N",UTM,WGS84,1,5,216,44,-80.92960403566165,26.252089074584948,species,A,A,A
Rhynchospora inundata,Narrowfruit horned beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyninun,Human Observation,2004-04-01,BICY,402-55,NA,26.1781,-81.0927,26.1782,-81.0902,WGS84,314,Cell #AD10,"17N 2895406 E, 490734 N",UTM,WGS84,1,90,402,55,-81.09132453601654,26.17809999342804,species,A,A,A
Myrica cerifera,"Wax myrtle, Southern Bayberry",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,myriceri,Human Observation,2002-08-01,BICY,254-49,NA,26.1693,-81.2554,26.1694,-81.2578,WGS84,314,Cell #N11,"17N 2894454 E, 474478 N",UTM,WGS84,1,280,254,49,-81.25660670795796,26.169491995915624,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-07-18,BICY,165-37,NA,25.9962,-81.081,25.9955,-81.0835,WGS84,314,Cell #AE30,"17N 2875262 E, 491889 N",UTM,WGS84,1,260,165,37,-81.08190984572684,25.99605501333051,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2004-05-20,BICY,401-93,NA,26.2504,-80.8822,26.2511,-80.8799,WGS84,314,Cell #AY02,"17N 2903418 E, 511768 N",UTM,WGS84,1,80,401,93,-80.87990812635387,26.250764387613103,species,A,A,A
Myrica cerifera,"Wax myrtle, Southern Bayberry",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,myriceri,Human Observation,2002-10-29,BICY,279-57,NA,26.1134,-81.2906,26.1113,-81.2902,WGS84,314,Cell #J17,"17N 2888274 E, 470944 N",UTM,WGS84,1,175,279,57,-81.29047583098846,26.112118674016592,species,A,A,A
Flaveria linearis,Narrowleaf yellowtops,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,flavline,Human Observation,2002-09-19,BICY,220-10,NA,26.1911,-80.8875,26.1922,-80.8853,WGS84,314,Cell #AY09,"17N 2896849 E, 511241 N",UTM,WGS84,1,60,220,10,-80.88728339634741,26.191212824958466,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-06-20,BICY,141-32,NA,25.8358,-80.9002,25.8353,-80.8977,WGS84,314,Cell #AX48; south of dade-collier airport,"17N 2857500 E, 510001 N",UTM,WGS84,1,100,141,32,-80.89941417017701,25.835674603698543,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2004-05-26,BICY,358-84,NA,25.8254,-81.0222,25.824,-81.0243,WGS84,314,Cell #AK49,"17N 2856346 E, 497776 N",UTM,WGS84,1,240,358,84,-81.0240138277168,25.824452209651966,NA,A,R,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2004-04-09,BICY,442-3,NA,25.7911,-81.0952,25.7893,-81.0965,WGS84,314,Cell #AD53,"17N 2852556 E, 490453 N",UTM,WGS84,1,215,442,3,-81.09524289205767,25.791044544369086,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-04-14,BICY,417-69,NA,26.2163,-81.0953,26.2149,-81.0936,WGS84,314,Cell #AJ06,"17N 2899645 E, 490479 N",UTM,WGS84,1,140,417,69,-81.0941904665914,26.21510727879857,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2002-07-31,BICY,194-42,NA,26.0499,-81.3429,26.0503,-81.3446,WGS84,314,"Cell #E24, Deep Lake","17N 2881252 E, 465701 N",UTM,WGS84,1,290,194,42,-81.34388593677134,26.05022414607968,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-06-05,BICY,265-34,NA,26.0206,-81.1546,26.0204,-81.1545,WGS84,314,Cell #X28,"17N 2877975 E, 484532 N",UTM,WGS84,1,210,265,34,-81.15502457198703,26.019935559564363,species,A,A,A
Amphicarpum muhlenbergianum,Blue-maidencane,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,amphmuhl,Human Observation,2004-04-07,BICY,432-50,NA,26.25,-81.2548,26.2478,-81.2547,WGS84,314,Cell #N02,"17N 2903396 E, 474557 N",UTM,WGS84,1,180,432,50,-81.2548,26.248871757932104,species,A,A,A
Quercus virginiana,Virginia live oak,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,quervirg,Human Observation,2002-06-17,BICY,144-77,NA,25.8329,-81.1112,25.8352,-81.1114,WGS84,314,"Cell #AB48, W of Monroe Station S of Tamiami Trai","17N 2857179 E, 488852 N",UTM,WGS84,1,5,144,77,-81.11103265605861,25.834630980610356,species,A,A,A
Tillandsia fasciculata var. densispica,"Stiff-leaved wild-pine, Cardinal airplant",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tillfascdens,Human Observation,2003-02-12,BICY,485-70,NA,25.971800000000002,-81.0295,25.9706,-81.0277,WGS84,314,Cell #AK33,"17N 2872562 E, 497044 N",UTM,WGS84,1,130,485,70,-81.02816132937303,25.97078464660914,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2003-02-12,BICY,488-15,NA,25.9843,-81.0229,25.9831,-81.0247,WGS84,314,Cell #AK32,"17N 2873950 E, 497711 N",UTM,WGS84,1,240,488,15,-81.02322433412235,25.98413075709959,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2004-06-03,BICY,353-75,NA,26.0243,-81.0653,26.0246,-81.0678,WGS84,314,Cell #AG27,"17N 2878374 E, 493467 N",UTM,WGS84,1,295,353,75,-81.06699768880996,26.025015235896745,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2004-04-01,BICY,327-80,NA,26.179,-81.0835,26.1788,-81.0859,WGS84,314,Cell #AE10,"17N 2895514 E, 491661 N",UTM,WGS84,1,270,327,80,-81.08550069025074,26.178999986095143,species,A,A,A
Acer rubrum,Red maple,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,acerrubr,Human Observation,2004-04-02,BICY,395-43,NA,26.2527,-80.9439,26.2531,-80.9415,WGS84,314,Cell #AS02,"17N 2903676 E, 505602 N",UTM,WGS84,1,80,395,43,-80.94284029739715,26.25286848478675,species,A,A,A
Thalia geniculata,"Alligatorflag, Fireflag",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,thalgeni,Human Observation,2004-04-29,BICY,404-10,NA,25.8211,-81.0303,25.8192,-81.0318,WGS84,314,Cell #AJ50,"17N 2855868 E, 496959 N",UTM,WGS84,1,220,404,10,-81.03046026576222,25.820927132947574,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-05-09,BICY,184-65,NA,25.7734,-80.8414,25.7729,-80.8438,WGS84,314,"Cell #BC55, Point B29W","17N 2850603 E, 515906 N",UTM,WGS84,1,260,184,65,-80.84299537933317,25.77314528214674,species,A,A,A
Mikania scandens,"Climbing hempweed, Climbing hempvine",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,mikascan,Human Observation,2002-06-04,BICY,200-91,NA,25.9853,-81.0968,25.9865,-81.0948,WGS84,314,Cell #AD31,"17N 2874060 E, 490313 N",UTM,WGS84,1,60,200,91,-81.09483233643263,25.986326724451057,species,A,A,A
Bursera simaruba,Gumbo-limbo,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,burssima,Human Observation,2003-11-26,BICY,476-98,NA,25.8062,-80.8845,25.804,-80.8852,WGS84,314,Cell #AY51,"17N 2854223 E, 511582 N",UTM,WGS84,1,210,476,98,-80.88572154269822,25.804284788011685,species,A,A,A
Myrica cerifera,"Wax myrtle, Southern Bayberry",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,myriceri,Human Observation,2004-04-15,BICY,386-44,NA,26.2539,-81.0377,26.2524,-81.0396,WGS84,314,Cell #AJ02,"17N 2903800 E, 496238 N",UTM,WGS84,1,235,386,44,-81.0386019511163,26.253330520402816,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2003-02-11,BICY,482-87,NA,25.963,-81.0302,25.9653,-81.0305,WGS84,314,Cell #AJ34,"17N 2871588 E, 496977 N",UTM,WGS84,1,0,482,87,-81.0302,25.964963218917358,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2002-11-05,BICY,272-74,NA,25.9062,-81.22,25.9078,-81.2214,WGS84,314,Cell #Q40,"17N 2865313 E, 477963 N",UTM,WGS84,1,325,272,74,-81.22105904138644,25.907567879723235,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2003-01-03,BICY,461-60,NA,26.1999,-80.9036,26.1995,-80.9062,WGS84,314,Cell #AW08,"17N 2897822 E, 509630 N",UTM,WGS84,1,260,461,60,-80.9050779821917,26.19966489016844,species,A,A,A
Hydrolea corymbosa,Skyflower,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,hydrcory,Human Observation,2002-07-10,BICY,153-37,NA,26.0821,-81.3342,26.0798,-81.3337,WGS84,314,"Cell #F21, W of Prairie Fire Trail","17N 2884819 E, 466581 N",UTM,WGS84,1,170,153,37,-81.33403945365347,26.081277765615344,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-04-28,BICY,406-86,NA,25.8144,-81.0821,25.8152,-81.0841,WGS84,314,Cell #AE50,"17N 2855128 E, 491772 N",UTM,WGS84,1,300,406,86,-81.08395687244807,25.815370334677088,species,A,A,A
Nephrolepis biserrata,Giant sword fern,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,nephbise,Human Observation,2004-04-29,BICY,404-51,NA,25.8211,-81.0303,25.8192,-81.0318,WGS84,314,Cell #AJ50,"17N 2855868 E, 496959 N",UTM,WGS84,1,220,404,51,-81.03111735052168,25.820218376142016,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-10-31,BICY,275-14,NA,25.9152,-81.2644,25.9145,-81.262,WGS84,314,Cell #M39,"17N 2866314 E, 473518 N",UTM,WGS84,1,100,275,14,-81.26405596933301,25.91514514024024,NA,A,R,A
Blechnum serrulatum,"Swamp fern, Toothed midsorus fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,blecserr,Human Observation,2004-03-24,BICY,371-37,NA,25.9769,-81.3355,25.9771,-81.333,WGS84,314,Cell #F32,"17N 2873174 E, 466418 N",UTM,WGS84,1,90,371,37,-81.3345762681646,25.976899997052,species,A,A,A
